sigma,sign,type,m,src,isValidation,id,graphtype,offset,answer,error,unsignedError,index
0.2,1,quad,0.4,data/Exp3/quad/area/S0.2m0.4.png,,15,area,-0.16,0.13,-0.29,0.29,37
0.15,1,quad,0.1,data/Exp3/quad/scatter/S0.15m0.1.png,,15,scatter,0.1,-0.065,0.17,0.17,38
0.1,1,trig,0.2,data/Exp3/trig/area/S0.1m0.2.png,,15,area,0.16,0.295,-0.13,0.13,39
0.1,-1,line,0.1,data/Exp3/line/line/S0.1m-0.1.png,,15,line,0.19,0.03,0.16,0.16,40
0.05,-1,trig,0.8,data/Exp3/trig/scatter/S0.05m-0.8.png,,15,scatter,-0.14,-0.135,-0.01,0.01,41
0.05,-1,trig,0.8,data/Exp3/trig/area/S0.05m-0.8.png,,15,area,-0.23,-0.175,-0.06,0.06,42
0.05,-1,line,0.2,data/Exp3/line/area/S0.05m-0.2.png,,15,area,-0.07,-0.23,0.16,0.16,43
0.1,-1,line,0.8,data/Exp3/line/line/S0.1m-0.8.png,,15,line,-0.06,0.1,-0.16,0.16,44
0.15,1,line,0.1,data/Exp3/line/area/S0.15m0.1.png,,15,area,0.01,0.06,-0.05,0.05,45
0.05,-1,quad,0.1,data/Exp3/quad/area/S0.05m-0.1.png,,15,area,-0.21,-0.225,0.02,0.02,47
0.2,-1,quad,0.1,data/Exp3/quad/area/S0.2m-0.1.png,,15,area,-0.17,-0.13,-0.04,0.04,48
0.15,1,line,0.2,data/Exp3/line/line/S0.15m0.2.png,,15,line,-0.06,0.06,-0.12,0.12,49
0.1,1,quad,0.8,data/Exp3/quad/area/S0.1m0.8.png,,15,area,0.06,0.055,0,0,50
0.2,-1,line,0.1,data/Exp3/line/line/S0.2m-0.1.png,,15,line,-0.23,-0.105,-0.13,0.13,51
0.2,1,line,0.1,data/Exp3/line/line/S0.2m0.1.png,,15,line,0.05,0.09,-0.04,0.04,52
0.05,-1,trig,0.1,data/Exp3/trig/scatter/S0.05m-0.1.png,,15,scatter,0.11,0.19,-0.08,0.08,53
0.2,-1,trig,0.2,data/Exp3/trig/scatter/S0.2m-0.2.png,,15,scatter,0.06,-0.06,0.12,0.12,55
0.05,-1,quad,0.2,data/Exp3/quad/line/S0.05m-0.2.png,,15,line,0.12,0.18,-0.06,0.06,54
0.1,-1,quad,0.1,data/Exp3/quad/scatter/S0.1m-0.1.png,,15,scatter,0.21,0.095,0.11,0.11,56
0.05,1,quad,0.1,data/Exp3/quad/scatter/S0.05m0.1.png,,15,scatter,-0.21,-0.105,-0.1,0.1,58
0.05,1,trig,0.8,data/Exp3/trig/area/S0.05m0.8.png,,15,area,-0.1,-0.08,-0.02,0.02,57
0.15,1,line,0.1,data/Exp3/line/line/S0.15m0.1.png,,15,line,-0.14,0.105,-0.24,0.24,60
0.15,1,trig,0.4,data/Exp3/trig/line/S0.15m0.4.png,,15,line,0.1,0.155,-0.05,0.05,61
0.15,-1,line,0.8,data/Exp3/line/scatter/S0.15m-0.8.png,,15,scatter,-0.08,-0.12,0.04,0.04,62
0.15,-1,quad,0.4,data/Exp3/quad/line/S0.15m-0.4.png,,15,line,-0.16,-0.14,-0.02,0.02,63
0.2,-1,line,0.2,data/Exp3/line/line/S0.2m-0.2.png,,15,line,0.06,0.055,0,0,64
0.1,-1,line,0.1,data/Exp3/line/area/S0.1m-0.1.png,,15,area,-0.04,0.115,-0.15,0.15,65
0.05,1,trig,0.2,data/Exp3/trig/scatter/S0.05m0.2.png,,15,scatter,0.13,0.095,0.04,0.04,66
0.15,-1,quad,0.8,data/Exp3/quad/area/S0.15m-0.8.png,,15,area,0.23,0.125,0.11,0.11,67
0.15,-1,trig,0.4,data/Exp3/trig/area/S0.15m-0.4.png,,15,area,0.18,0.12,0.06,0.06,68
0.05,1,line,0.4,data/Exp3/line/scatter/S0.05m0.4.png,,15,scatter,0.12,0.16,-0.04,0.04,70
0.15,-1,quad,0.4,data/Exp3/quad/scatter/S0.15m-0.4.png,,15,scatter,0.04,0.29,-0.25,0.25,69
0.1,1,quad,0.8,data/Exp3/quad/scatter/S0.1m0.8.png,,15,scatter,-0.01,0.085,-0.1,0.1,71
0.15,1,line,0.8,data/Exp3/line/line/S0.15m0.8.png,,15,line,-0.03,0.075,-0.1,0.1,72
0.15,-1,quad,0.1,data/Exp3/quad/area/S0.15m-0.1.png,,15,area,-0.24,-0.15,-0.09,0.09,73
0.2,1,line,0.8,data/Exp3/line/scatter/S0.2m0.8.png,,15,scatter,0,0.065,-0.07,0.07,74
0.05,-1,line,0.4,data/Exp3/line/scatter/S0.05m-0.4.png,,15,scatter,0.01,0.06,-0.05,0.05,75
0.15,1,line,0.8,data/Exp3/line/area/S0.15m0.8.png,,15,area,-0.16,-0.06,-0.1,0.1,76
0.2,1,trig,0.2,data/Exp3/trig/area/S0.2m0.2.png,,15,area,0.07,0.06,0.01,0.01,77
0.2,-1,trig,0.4,data/Exp3/trig/line/S0.2m-0.4.png,,15,line,0.1,0.21,-0.11,0.11,78
0.15,-1,quad,0.2,data/Exp3/quad/line/S0.15m-0.2.png,,15,line,0.02,0.07,-0.05,0.05,79
0.2,1,quad,0.4,data/Exp3/quad/scatter/S0.2m0.4.png,,15,scatter,0,-0.065,0.07,0.07,80
0.15,-1,trig,0.8,data/Exp3/trig/line/S0.15m-0.8.png,,15,line,0.22,-0.075,0.29,0.29,81
0.1,1,trig,0.4,data/Exp3/trig/line/S0.1m0.4.png,,15,line,0.05,0.07,-0.02,0.02,83
0.2,1,quad,0.1,data/Exp3/quad/area/S0.2m0.1.png,,15,area,-0.13,-0.05,-0.08,0.08,82
0.1,-1,line,0.8,data/Exp3/line/scatter/S0.1m-0.8.png,,15,scatter,-0.05,0.095,-0.15,0.15,84
0.2,-1,trig,0.1,data/Exp3/trig/scatter/S0.2m-0.1.png,,15,scatter,0.14,0.045,0.1,0.1,85
0.1,1,trig,0.8,data/Exp3/trig/line/S0.1m0.8.png,,15,line,-0.17,-0.14,-0.03,0.03,86
0.05,-1,trig,0.8,data/Exp3/trig/line/S0.05m-0.8.png,,15,line,-0.22,-0.18,-0.04,0.04,87
0.05,-1,quad,0.4,data/Exp3/quad/line/S0.05m-0.4.png,,15,line,0.01,0.105,-0.1,0.1,88
0.2,-1,trig,0.4,data/Exp3/trig/scatter/S0.2m-0.4.png,,15,scatter,0.09,0.085,0,0,89
0.1,1,line,0.1,data/Exp3/line/scatter/S0.1m0.1.png,,15,scatter,0.17,0.19,-0.02,0.02,90
0.1,1,quad,0.4,data/Exp3/quad/area/S0.1m0.4.png,,15,area,0.07,0.165,-0.1,0.1,91
0.05,1,trig,0.8,data/Exp3/trig/line/S0.05m0.8.png,,15,line,0.19,0.205,-0.01,0.01,92
0.1,-1,quad,0.2,data/Exp3/quad/line/S0.1m-0.2.png,,15,line,-0.03,0.21,-0.24,0.24,93
0.1,1,trig,0.2,data/Exp3/trig/scatter/S0.1m0.2.png,,15,scatter,-0.11,-0.24,0.13,0.13,94
0.05,-1,quad,0.4,data/Exp3/quad/area/S0.05m-0.4.png,,15,area,-0.14,-0.19,0.05,0.05,95
0.15,1,line,0.8,data/Exp3/line/scatter/S0.15m0.8.png,,15,scatter,-0.09,-0.12,0.03,0.03,96
0.05,-1,line,0.1,data/Exp3/line/line/S0.05m-0.1.png,,15,line,0.14,0.14,0,0,97
0.2,-1,quad,0.8,data/Exp3/quad/line/S0.2m-0.8.png,,15,line,0.05,0.2,-0.15,0.15,98
0.2,1,trig,0.4,data/Exp3/trig/line/S0.2m0.4.png,,15,line,0.05,0.115,-0.07,0.07,99
0.15,-1,trig,0.4,data/Exp3/trig/scatter/S0.15m-0.4.png,,16,scatter,0.01,-0.145,0.15,0.15,0
0.15,-1,quad,0.1,data/Exp3/quad/scatter/S0.15m-0.1.png,,16,scatter,-0.21,-0.235,0.02,0.02,2
0.15,1,quad,0.1,data/Exp3/quad/line/S0.15m0.1.png,,16,line,-0.2,-0.06,-0.14,0.14,1
0.2,1,trig,0.1,data/Exp3/trig/scatter/S0.2m0.1.png,,16,scatter,0.09,0.1,-0.01,0.01,3
0.15,1,line,0.2,data/Exp3/line/scatter/S0.15m0.2.png,,16,scatter,-0.08,-0.17,0.09,0.09,4
0.1,-1,trig,0.8,data/Exp3/trig/line/S0.1m-0.8.png,,16,line,-0.17,-0.045,-0.13,0.13,5
0.15,-1,quad,0.1,data/Exp3/quad/line/S0.15m-0.1.png,,16,line,0.24,0.32,-0.08,0.08,6
0.2,1,quad,0.2,data/Exp3/quad/line/S0.2m0.2.png,,16,line,-0.22,-0.09,-0.13,0.13,7
0.15,-1,quad,0.2,data/Exp3/quad/line/S0.15m-0.2.png,,16,line,0.06,0.135,-0.08,0.08,8
0.05,-1,trig,0.1,data/Exp3/trig/line/S0.05m-0.1.png,,16,line,0.17,0.2,-0.03,0.03,9
0.15,1,trig,0.4,data/Exp3/trig/area/S0.15m0.4.png,,16,area,-0.19,-0.065,-0.13,0.13,10
0.05,1,line,0.1,data/Exp3/line/line/S0.05m0.1.png,,16,line,0.05,0.035,0.01,0.01,11
0.1,-1,line,0.1,data/Exp3/line/line/S0.1m-0.1.png,,16,line,0.03,0.065,-0.04,0.04,12
0.1,-1,trig,0.4,data/Exp3/trig/line/S0.1m-0.4.png,,16,line,-0.03,-0.02,-0.01,0.01,13
0.1,-1,trig,0.2,data/Exp3/trig/area/S0.1m-0.2.png,,16,area,-0.14,-0.045,-0.1,0.1,14
0.05,-1,trig,0.4,data/Exp3/trig/area/S0.05m-0.4.png,,16,area,0.18,0.07,0.11,0.11,15
0.1,1,trig,0.1,data/Exp3/trig/line/S0.1m0.1.png,,16,line,-0.07,-0.13,0.06,0.06,16
0.05,1,trig,0.2,data/Exp3/trig/line/S0.05m0.2.png,,16,line,-0.19,-0.085,-0.1,0.1,17
0.05,1,quad,0.1,data/Exp3/quad/scatter/S0.05m0.1.png,,16,scatter,-0.08,-0.065,-0.01,0.01,18
0.1,1,trig,0.8,data/Exp3/trig/line/S0.1m0.8.png,,16,line,-0.21,-0.245,0.04,0.04,19
0.05,-1,line,0.2,data/Exp3/line/line/S0.05m-0.2.png,,16,line,0.16,0.205,-0.04,0.04,20
0.05,-1,quad,0.8,data/Exp3/quad/area/S0.05m-0.8.png,,16,area,-0.08,-0.155,0.07,0.07,21
0.05,1,line,0.2,data/Exp3/line/scatter/S0.05m0.2.png,,16,scatter,0.1,0.105,0,0,22
0.05,-1,line,0.4,data/Exp3/line/scatter/S0.05m-0.4.png,,16,scatter,0.1,0.08,0.02,0.02,23
0.1,1,line,0.2,data/Exp3/line/area/S0.1m0.2.png,,16,area,0.2,0.305,-0.1,0.1,24
0.15,1,line,0.4,data/Exp3/line/line/S0.15m0.4.png,,16,line,0.2,0.305,-0.1,0.1,26
0.2,1,trig,0.1,data/Exp3/trig/area/S0.2m0.1.png,,16,area,0.16,0.245,-0.08,0.08,25
0.2,1,line,0.8,data/Exp3/line/line/S0.2m0.8.png,,16,line,0.22,0.5,-0.28,0.28,27
0.2,-1,quad,0.8,data/Exp3/quad/scatter/S0.2m-0.8.png,,16,scatter,-0.16,-0.19,0.03,0.03,28
0.2,-1,trig,0.1,data/Exp3/trig/area/S0.2m-0.1.png,,16,area,-0.06,0.11,-0.17,0.17,29
0.1,-1,quad,0.1,data/Exp3/quad/scatter/S0.1m-0.1.png,,16,scatter,-0.14,-0.125,-0.02,0.02,30
0.1,1,trig,0.4,data/Exp3/trig/scatter/S0.1m0.4.png,,16,scatter,0.2,0.2,0,0,31
0.05,-1,quad,0.1,data/Exp3/quad/scatter/S0.05m-0.1.png,,16,scatter,0.24,0.235,0.01,0.01,32
0.2,1,line,0.2,data/Exp3/line/scatter/S0.2m0.2.png,,16,scatter,-0.23,-0.225,-0.01,0.01,33
0.1,1,quad,0.1,data/Exp3/quad/scatter/S0.1m0.1.png,,16,scatter,-0.18,-0.18,0,0,34
0.1,1,quad,0.8,data/Exp3/quad/scatter/S0.1m0.8.png,,16,scatter,0.12,0.105,0.01,0.01,35
0.05,-1,quad,0.4,data/Exp3/quad/line/S0.05m-0.4.png,,16,line,0,0.065,-0.07,0.07,36
0.15,-1,line,0.2,data/Exp3/line/area/S0.15m-0.2.png,,16,area,0.17,0.245,-0.07,0.07,37
0.1,1,line,0.8,data/Exp3/line/area/S0.1m0.8.png,,16,area,0.07,0.135,-0.07,0.07,39
0.1,-1,line,0.4,data/Exp3/line/area/S0.1m-0.4.png,,16,area,-0.23,-0.34,0.11,0.11,40
0.1,-1,line,0.1,data/Exp3/line/area/S0.1m-0.1.png,,16,area,-0.15,-0.115,-0.03,0.03,41
0.05,-1,quad,0.8,data/Exp3/quad/scatter/S0.05m-0.8.png,,16,scatter,0,-0.01,0.01,0.01,42
0.2,-1,quad,0.2,data/Exp3/quad/scatter/S0.2m-0.2.png,,16,scatter,-0.07,0.01,-0.08,0.08,43
0.2,1,line,0.8,data/Exp3/line/scatter/S0.2m0.8.png,,16,scatter,0.17,0.095,0.08,0.08,45
0.2,-1,quad,0.2,data/Exp3/quad/line/S0.2m-0.2.png,,16,line,0.09,0.125,-0.04,0.04,46
0.15,-1,quad,0.8,data/Exp3/quad/area/S0.15m-0.8.png,,16,area,0.14,0.29,-0.15,0.15,48
0.2,-1,line,0.4,data/Exp3/line/area/S0.2m-0.4.png,,16,area,0.07,-0.19,0.26,0.26,49
0.1,1,trig,0.2,data/Exp3/trig/line/S0.1m0.2.png,,16,line,0.25,0.275,-0.03,0.03,47
0.05,1,trig,0.4,data/Exp3/trig/line/S0.05m0.4.png,,16,line,-0.05,-0.125,0.07,0.07,50
0.2,-1,line,0.8,data/Exp3/line/area/S0.2m-0.8.png,,16,area,-0.04,-0.065,0.03,0.03,51
0.05,-1,line,0.8,data/Exp3/line/line/S0.05m-0.8.png,,16,line,0.15,0.16,-0.01,0.01,52
0.15,1,quad,0.4,data/Exp3/quad/scatter/S0.15m0.4.png,,16,scatter,-0.01,-0.145,0.13,0.13,53
0.05,1,line,0.4,data/Exp3/line/area/S0.05m0.4.png,,16,area,0.15,0.19,-0.04,0.04,54
0.05,1,trig,0.8,data/Exp3/trig/area/S0.05m0.8.png,,16,area,0.12,0.215,-0.1,0.1,55
0.2,-1,trig,0.2,data/Exp3/trig/area/S0.2m-0.2.png,,16,area,-0.04,-0.025,-0.01,0.01,57
0.05,1,line,0.1,data/Exp3/line/area/S0.05m0.1.png,,16,area,0.17,0.15,0.02,0.02,58
0.1,1,trig,0.4,data/Exp3/trig/line/S0.1m0.4.png,,16,line,-0.19,-0.195,0.01,0.01,59
0.2,1,trig,0.1,data/Exp3/trig/line/S0.2m0.1.png,,16,line,0.05,0.235,-0.18,0.18,60
0.05,1,line,0.8,data/Exp3/line/line/S0.05m0.8.png,,16,line,-0.06,-0.015,-0.04,0.04,61
0.15,1,quad,0.8,data/Exp3/quad/line/S0.15m0.8.png,,16,line,0.06,0.17,-0.11,0.11,62
0.15,-1,line,0.4,data/Exp3/line/area/S0.15m-0.4.png,,16,area,0.08,0.155,-0.07,0.07,63
0.2,1,trig,0.2,data/Exp3/trig/area/S0.2m0.2.png,,16,area,0.03,0.155,-0.13,0.13,65
0.1,1,trig,0.2,data/Exp3/trig/scatter/S0.1m0.2.png,,16,scatter,0.13,0.04,0.09,0.09,66
0.1,1,line,0.4,data/Exp3/line/area/S0.1m0.4.png,,16,area,-0.06,-0.08,0.02,0.02,67
0.15,1,line,0.2,data/Exp3/line/area/S0.15m0.2.png,,16,area,-0.03,-0.1,0.07,0.07,68
0.15,-1,quad,0.1,data/Exp3/quad/area/S0.15m-0.1.png,,16,area,-0.04,0.045,-0.08,0.08,69
0.2,-1,quad,0.1,data/Exp3/quad/scatter/S0.2m-0.1.png,,16,scatter,-0.22,-0.335,0.12,0.12,70
0.2,1,line,0.4,data/Exp3/line/scatter/S0.2m0.4.png,,16,scatter,-0.16,-0.115,-0.04,0.04,71
0.2,-1,trig,0.4,data/Exp3/trig/line/S0.2m-0.4.png,,16,line,-0.24,-0.13,-0.11,0.11,73
0.05,-1,trig,0.2,data/Exp3/trig/area/S0.05m-0.2.png,,16,area,0.23,0.27,-0.04,0.04,44
0.15,-1,trig,0.4,data/Exp3/trig/line/S0.15m-0.4.png,,16,line,0.07,0.135,-0.07,0.07,74
0.2,-1,quad,0.8,data/Exp3/quad/line/S0.2m-0.8.png,,16,line,-0.24,-0.27,0.03,0.03,75
0.15,-1,trig,0.8,data/Exp3/trig/scatter/S0.15m-0.8.png,,16,scatter,-0.21,-0.205,-0.01,0.01,76
0.1,-1,quad,0.4,data/Exp3/quad/scatter/S0.1m-0.4.png,,16,scatter,0.08,0.055,0.03,0.03,77
0.1,-1,line,0.2,data/Exp3/line/scatter/S0.1m-0.2.png,,16,scatter,0.03,0.065,-0.04,0.04,78
0.05,1,line,0.4,data/Exp3/line/scatter/S0.05m0.4.png,,16,scatter,0.19,0.17,0.02,0.02,80
0.05,1,line,0.8,data/Exp3/line/scatter/S0.05m0.8.png,,16,scatter,-0.11,-0.125,0.01,0.01,79
0.2,-1,quad,0.1,data/Exp3/quad/line/S0.2m-0.1.png,,16,line,-0.13,0.055,-0.18,0.18,81
0.1,-1,quad,0.8,data/Exp3/quad/area/S0.1m-0.8.png,,16,area,-0.06,0.11,-0.17,0.17,82
0.15,-1,quad,0.2,data/Exp3/quad/scatter/S0.15m-0.2.png,,16,scatter,-0.05,-0.035,-0.01,0.01,83
0.2,1,line,0.8,data/Exp3/line/area/S0.2m0.8.png,,16,area,0.2,0.125,0.08,0.08,84
0.15,1,quad,0.2,data/Exp3/quad/line/S0.15m0.2.png,,16,line,0.23,0.155,0.08,0.08,85
0.2,1,trig,0.4,data/Exp3/trig/line/S0.2m0.4.png,,16,line,0.03,-0.015,0.04,0.04,86
0.15,1,line,0.8,data/Exp3/line/scatter/S0.15m0.8.png,,16,scatter,-0.04,-0.17,0.13,0.13,87
0.1,-1,quad,0.8,data/Exp3/quad/scatter/S0.1m-0.8.png,,16,scatter,0.12,0.095,0.02,0.02,88
0.1,-1,quad,0.2,data/Exp3/quad/line/S0.1m-0.2.png,,16,line,0.09,0.18,-0.09,0.09,89
0.15,1,quad,0.1,data/Exp3/quad/area/S0.15m0.1.png,,16,area,0.06,0.04,0.02,0.02,90
0.15,1,line,0.1,data/Exp3/line/scatter/S0.15m0.1.png,,16,scatter,-0.15,-0.195,0.05,0.05,91
0.15,1,quad,0.8,data/Exp3/quad/area/S0.15m0.8.png,,16,area,-0.16,-0.035,-0.13,0.13,92
0.15,-1,trig,0.8,data/Exp3/trig/line/S0.15m-0.8.png,,16,line,-0.01,0.085,-0.1,0.1,93
0.05,-1,trig,0.1,data/Exp3/trig/area/S0.05m-0.1.png,,16,area,-0.11,-0.105,-0.01,0.01,94
0.2,-1,line,0.4,data/Exp3/line/scatter/S0.2m-0.4.png,,16,scatter,0.18,0.095,0.08,0.08,95
0.05,1,quad,0.2,data/Exp3/quad/area/S0.05m0.2.png,,16,area,-0.25,-0.16,-0.09,0.09,96
0.1,1,trig,0.1,data/Exp3/trig/area/S0.1m0.1.png,,16,area,-0.23,-0.135,-0.1,0.1,97
0.05,-1,quad,0.2,data/Exp3/quad/scatter/S0.05m-0.2.png,,16,scatter,0.19,0.21,-0.02,0.02,98
0.2,1,line,0.4,data/Exp3/line/area/S0.2m0.4.png,,16,area,0.25,0.315,-0.07,0.07,99
0.1,-1,quad,0.8,data/Exp3/quad/scatter/S0.1m-0.8.png,,17,scatter,-0.24,-0.245,0.01,0.01,0
0.05,-1,line,0.8,data/Exp3/line/scatter/S0.05m-0.8.png,,17,scatter,0.2,0.19,0.01,0.01,2
0.15,-1,trig,0.8,data/Exp3/trig/scatter/S0.15m-0.8.png,,17,scatter,0.08,0.065,0.01,0.01,3
0.05,-1,line,0.1,data/Exp3/line/scatter/S0.05m-0.1.png,,17,scatter,-0.06,-0.055,0,0,4
0.2,1,quad,0.4,data/Exp3/quad/area/S0.2m0.4.png,,17,area,-0.02,-0.14,0.12,0.12,5
0.05,1,trig,0.8,data/Exp3/trig/scatter/S0.05m0.8.png,,17,scatter,-0.14,-0.125,-0.02,0.02,6
0.1,1,trig,0.2,data/Exp3/trig/scatter/S0.1m0.2.png,,17,scatter,-0.16,-0.14,-0.02,0.02,7
0.1,-1,quad,0.2,data/Exp3/quad/area/S0.1m-0.2.png,,17,area,0.15,0.07,0.08,0.08,8
0.1,-1,trig,0.4,data/Exp3/trig/scatter/S0.1m-0.4.png,,17,scatter,0,-0.005,0.01,0.01,9
0.1,-1,line,0.1,data/Exp3/line/line/S0.1m-0.1.png,,17,line,-0.25,-0.33,0.08,0.08,10
0.2,1,quad,0.8,data/Exp3/quad/scatter/S0.2m0.8.png,,17,scatter,0,-0.025,0.03,0.03,11
0.15,1,line,0.8,data/Exp3/line/line/S0.15m0.8.png,,17,line,0.2,0.09,0.11,0.11,12
0.1,1,line,0.1,data/Exp3/line/line/S0.1m0.1.png,,17,line,-0.2,-0.27,0.07,0.07,13
0.15,-1,line,0.1,data/Exp3/line/line/S0.15m-0.1.png,,17,line,0.12,0.055,0.07,0.07,14
0.2,1,line,0.8,data/Exp3/line/area/S0.2m0.8.png,,17,area,0.24,0.07,0.17,0.17,15
0.15,1,line,0.4,data/Exp3/line/area/S0.15m0.4.png,,17,area,-0.22,-0.34,0.12,0.12,16
0.15,-1,quad,0.2,data/Exp3/quad/line/S0.15m-0.2.png,,17,line,-0.13,-0.19,0.06,0.06,17
0.05,1,quad,0.8,data/Exp3/quad/area/S0.05m0.8.png,,17,area,0.14,0.08,0.06,0.06,18
0.05,1,trig,0.1,data/Exp3/trig/line/S0.05m0.1.png,,17,line,-0.08,-0.125,0.04,0.04,19
0.2,1,trig,0.4,data/Exp3/trig/scatter/S0.2m0.4.png,,17,scatter,-0.14,-0.11,-0.03,0.03,20
0.05,-1,line,0.2,data/Exp3/line/scatter/S0.05m-0.2.png,,17,scatter,-0.01,-0.005,-0.01,0.01,21
0.15,-1,trig,0.8,data/Exp3/trig/area/S0.15m-0.8.png,,17,area,0.01,-0.12,0.13,0.13,22
0.1,-1,trig,0.4,data/Exp3/trig/area/S0.1m-0.4.png,,17,area,0.25,0.14,0.11,0.11,23
0.15,1,line,0.4,data/Exp3/line/scatter/S0.15m0.4.png,,17,scatter,-0.06,-0.055,0,0,25
0.05,-1,quad,0.4,data/Exp3/quad/area/S0.05m-0.4.png,,17,area,-0.07,-0.125,0.05,0.05,26
0.1,1,line,0.8,data/Exp3/line/line/S0.1m0.8.png,,17,line,-0.19,-0.22,0.03,0.03,27
0.2,1,trig,0.1,data/Exp3/trig/scatter/S0.2m0.1.png,,17,scatter,-0.08,-0.095,0.01,0.01,28
0.05,1,quad,0.4,data/Exp3/quad/scatter/S0.05m0.4.png,,17,scatter,0.12,0.125,-0.01,0.01,29
0.2,1,quad,0.2,data/Exp3/quad/scatter/S0.2m0.2.png,,17,scatter,0.14,0.165,-0.02,0.02,30
0.05,-1,quad,0.8,data/Exp3/quad/area/S0.05m-0.8.png,,17,area,-0.07,-0.115,0.04,0.04,31
0.05,-1,quad,0.1,data/Exp3/quad/area/S0.05m-0.1.png,,17,area,-0.03,-0.06,0.03,0.03,32
0.15,-1,trig,0.4,data/Exp3/trig/line/S0.15m-0.4.png,,17,line,-0.11,-0.11,0,0,34
0.15,-1,quad,0.8,data/Exp3/quad/line/S0.15m-0.8.png,,17,line,0.24,0.18,0.06,0.06,33
0.2,-1,trig,0.4,data/Exp3/trig/line/S0.2m-0.4.png,,17,line,-0.14,-0.215,0.07,0.07,35
0.1,1,line,0.8,data/Exp3/line/area/S0.1m0.8.png,,17,area,-0.08,-0.13,0.05,0.05,36
0.05,1,quad,0.1,data/Exp3/quad/area/S0.05m0.1.png,,17,area,-0.06,-0.125,0.07,0.07,37
0.15,1,trig,0.2,data/Exp3/trig/scatter/S0.15m0.2.png,,17,scatter,-0.17,-0.165,-0.01,0.01,38
0.1,1,line,0.2,data/Exp3/line/line/S0.1m0.2.png,,17,line,-0.02,-0.08,0.06,0.06,40
0.2,-1,quad,0.4,data/Exp3/quad/area/S0.2m-0.4.png,,17,area,-0.23,-0.3,0.07,0.07,41
0.05,1,trig,0.1,data/Exp3/trig/scatter/S0.05m0.1.png,,17,scatter,0.25,0.25,0,0,42
0.2,-1,trig,0.2,data/Exp3/trig/line/S0.2m-0.2.png,,17,line,0.19,0.125,0.07,0.07,43
0.05,1,line,0.4,data/Exp3/line/line/S0.05m0.4.png,,17,line,0.09,0.085,0,0,44
0.15,-1,trig,0.1,data/Exp3/trig/area/S0.15m-0.1.png,,17,area,-0.12,-0.18,0.06,0.06,45
0.1,-1,line,0.4,data/Exp3/line/line/S0.1m-0.4.png,,17,line,0.06,-0.005,0.07,0.07,46
0.05,1,trig,0.8,data/Exp3/trig/line/S0.05m0.8.png,,17,line,0.2,0.19,0.01,0.01,47
0.05,-1,line,0.2,data/Exp3/line/area/S0.05m-0.2.png,,17,area,-0.14,-0.155,0.01,0.01,48
0.15,-1,quad,0.4,data/Exp3/quad/scatter/S0.15m-0.4.png,,17,scatter,-0.21,-0.175,-0.04,0.04,49
0.05,1,quad,0.2,data/Exp3/quad/scatter/S0.05m0.2.png,,17,scatter,0.14,0.135,0.01,0.01,50
0.1,-1,trig,0.2,data/Exp3/trig/scatter/S0.1m-0.2.png,,17,scatter,-0.07,-0.07,0,0,51
0.2,-1,quad,0.8,data/Exp3/quad/scatter/S0.2m-0.8.png,,17,scatter,0.07,0.11,-0.04,0.04,52
0.15,1,line,0.8,data/Exp3/line/area/S0.15m0.8.png,,17,area,-0.16,-0.2,0.04,0.04,53
0.1,-1,trig,0.1,data/Exp3/trig/scatter/S0.1m-0.1.png,,17,scatter,-0.13,-0.125,-0.01,0.01,54
0.15,1,trig,0.1,data/Exp3/trig/scatter/S0.15m0.1.png,,17,scatter,-0.1,-0.13,0.03,0.03,55
0.2,-1,line,0.2,data/Exp3/line/scatter/S0.2m-0.2.png,,17,scatter,0.2,0.24,-0.04,0.04,56
0.2,1,quad,0.2,data/Exp3/quad/area/S0.2m0.2.png,,17,area,0.07,-0.035,0.11,0.11,57
0.2,-1,line,0.1,data/Exp3/line/area/S0.2m-0.1.png,,17,area,-0.18,-0.27,0.09,0.09,58
0.2,1,quad,0.1,data/Exp3/quad/area/S0.2m0.1.png,,17,area,-0.18,-0.325,0.15,0.15,59
0.2,1,trig,0.8,data/Exp3/trig/line/S0.2m0.8.png,,17,line,-0.06,-0.105,0.04,0.04,60
0.05,1,trig,0.2,data/Exp3/trig/area/S0.05m0.2.png,,17,area,-0.14,-0.165,0.02,0.02,61
0.2,1,trig,0.1,data/Exp3/trig/line/S0.2m0.1.png,,17,line,0.21,0.25,-0.04,0.04,62
0.2,-1,quad,0.8,data/Exp3/quad/line/S0.2m-0.8.png,,17,line,0.06,-0.04,0.1,0.1,63
0.15,-1,line,0.1,data/Exp3/line/scatter/S0.15m-0.1.png,,17,scatter,0,0.03,-0.03,0.03,64
0.15,-1,line,0.2,data/Exp3/line/scatter/S0.15m-0.2.png,,17,scatter,-0.06,-0.07,0.01,0.01,65
0.1,1,line,0.1,data/Exp3/line/area/S0.1m0.1.png,,17,area,-0.25,-0.315,0.07,0.07,66
0.15,1,line,0.8,data/Exp3/line/scatter/S0.15m0.8.png,,17,scatter,0.08,0.065,0.01,0.01,67
0.1,-1,line,0.2,data/Exp3/line/line/S0.1m-0.2.png,,17,line,-0.16,-0.195,0.04,0.04,68
0.05,1,trig,0.4,data/Exp3/trig/area/S0.05m0.4.png,,17,area,-0.13,-0.17,0.04,0.04,69
0.15,1,quad,0.2,data/Exp3/quad/line/S0.15m0.2.png,,17,line,0.12,0.065,0.05,0.05,70
